WAGE	AGE	AGE2	AGEW	AGEY	CHILDREN	DEGREEW	FEDUCA	FEDUCH	GRADCOLLW	GRADHS	GRADHSW	HAPPINESS	MARRIED	MEDUCA	MEDUCH	SEX	YEARSCOLL	STATE	GRADCOLL	DEGREE
11.69999981	25	625	0	1	1	0	6	6	0	1	0	3	2	0	6	2	2	41	5	0
8.229999542	20	400	0	1	1	0	0	3	0	1	0	1	2	0	4	2	0	26	0	0
15	32	1024	0	0	0	0	0	8	0	1	0	3	2	0	8	1	4	47	1	2
25	49	2401	46	15	2	0	0	4	0	1	1	3	1	0	4	1	0	48	0	0
125	69	4761	69	0	0	2	0	5	1	1	1	1	1	0	3	1	4	6	1	2
22.28000069	45	2025	0	0	0	0	0	4	0	1	0	3	5	0	3	2	0	37	0	0
10.68000031	28	784	0	1	1	0	0	4	0	1	0	4	4	0	6	2	1	45	5	0
29	50	2500	48	0	0	0	0	4	0	1	1	2	1	0	4	1	0	19	0	0
11	33	1089	32	3	3	0	0	4	5	1	1	2	1	0	4	1	0	29	0	0
75	47	2209	46	10	3	2	0	8	1	1	1	2	1	0	7	1	4	31	1	2
7.25	20	400	0	0	0	0	0	3	0	3	0	3	2	0	3	2	0	42	0	0
10.5	32	1024	25	1	1	2	0	4	1	1	1	1	4	0	7	1	0	37	0	0
7.539999962	57	3249	0	0	0	0	0	1	0	1	0	3	3	0	4	2	0	45	0	0
12	23	529	26	1	2	0	0	4	0	2	1	2	2	0	3	1	0	5	0	0
11.85999966	36	1296	0	0	0	0	0	4	0	1	0	3	2	0	4	1	2	1	1	1
13.64999962	29	841	0	12	1	0	0	2	0	2	0	3	4	0	4	2	3	24	5	0
10.5	35	1225	32	13	3	0	0	7	5	1	1	2	4	0	4	1	0	5	0	0
19.45000076	43	1849	45	0	0	0	0	3	0	1	1	2	1	0	4	1	0	31	0	0
24.87000084	44	1936	40	8	2	1	0	4	1	1	1	3	1	0	4	1	4	20	1	1
14	29	841	0	0	0	0	0	4	0	1	0	3	2	0	7	1	0	23	0	0
13	25	625	0	2	3	0	0	4	0	1	0	2	4	0	6	2	2	13	5	0
24.75	47	2209	29	7	3	0	0	7	5	1	1	2	4	0	5	1	4	55	1	1
12.85000038	44	1936	0	0	0	0	0	2	0	2	0	3	4	0	2	1	0	37	0	0
44	27	729	0	0	0	0	0	8	0	1	0	2	2	0	7	1	5	6	1	2
11	52	2704	48	0	0	2	0	4	1	1	1	2	1	0	4	1	0	51	0	0
8	49	2401	0	0	0	0	0	1	0	3	0	1	2	0	2	2	0	51	0	0
15	20	400	20	0	0	0	6	0	5	1	1	2	2	6	0	1	0	20	0	0
8.5	19	361	0	0	0	0	0	4	0	2	0	3	2	0	6	2	0	26	0	0
9.199999809	29	841	29	2	1	1	0	4	1	1	1	2	1	0	7	1	4	47	1	2
10.81999969	45	2025	0	15	1	0	0	2	0	1	0	3	4	0	4	2	0	42	0	0
15	32	1024	38	5	3	0	0	3	5	1	1	3	1	0	5	1	0	42	0	0
23	38	1444	28	2	3	0	0	3	0	1	1	2	1	0	3	1	2	28	1	1
7.25	21	441	0	0	0	0	0	3	0	1	0	2	2	0	6	1	1	12	5	0
14	51	2601	0	0	0	0	0	4	0	1	0	2	4	0	4	1	1	39	5	0
8	67	4489	63	0	0	1	0	2	1	1	1	2	1	0	6	1	1	5	5	0
12	47	2209	0	0	0	0	0	1	0	1	0	3	4	0	4	2	0	6	0	0
11.35999966	38	1444	0	12	1	0	0	4	0	1	0	2	5	0	4	2	2	17	5	0
15	50	2500	0	0	0	0	0	6	0	1	0	3	4	0	7	2	1	12	5	0
26.32999992	42	1764	44	0	0	0	0	6	0	1	0	1	1	0	4	1	2	27	1	1
13	25	625	23	3	2	0	0	3	5	1	1	2	1	0	2	1	2	45	5	0
25	59	3481	52	0	0	2	0	4	1	1	1	1	1	0	4	1	5	6	1	2
10	73	5329	67	0	0	0	0	0	0	0	0	2	1	1	0	1	0	6	0	0
10.75	48	2304	0	0	0	0	0	2	0	2	0	3	4	0	3	2	4	33	1	2
8.5	19	361	0	0	0	0	0	4	0	3	0	1	2	0	4	2	0	17	0	0
25	41	1681	48	13	2	0	0	4	0	1	1	3	1	0	4	1	0	27	0	0
11	33	1089	30	9	2	0	0	4	5	3	1	2	1	0	4	1	0	28	0	0
35	44	1936	42	3	3	0	11	0	5	1	1	2	1	0	6	1	2	6	5	0
11.30000019	25	625	0	2	1	0	0	4	0	2	0	2	2	0	6	2	1	45	5	0
14.5	27	729	0	0	0	0	0	4	0	1	0	2	2	0	6	2	5	13	1	3
19.85000038	39	1521	31	0	0	0	0	7	5	1	1	2	1	0	7	1	0	6	0	0
37	51	2601	43	7	2	1	0	3	1	1	1	2	1	0	5	1	0	42	0	0
24	45	2025	39	11	2	0	0	6	0	2	1	2	1	0	6	1	0	48	0	0
9.5	54	2916	0	0	0	0	1	0	0	0	0	3	4	1	0	2	0	55	0	0
8	41	1681	0	7	2	0	0	0	0	0	0	2	2	0	0	2	0	55	0	0
15.97999954	35	1225	0	6	2	0	0	4	0	3	0	3	2	0	3	2	0	13	0	0
13	25	625	0	0	0	0	0	6	0	1	0	2	2	0	6	1	3	22	5	0
12.80000019	54	2916	42	0	0	0	0	2	0	3	1	1	1	0	2	1	0	55	0	0
15.39000034	53	2809	0	0	0	0	16	0	0	0	0	2	3	12	0	2	0	17	0	0
15.14000034	60	3600	0	0	0	0	0	1	0	2	0	2	5	0	1	2	0	45	0	0
31	47	2209	46	17	1	0	0	4	0	1	1	4	1	0	4	1	4	41	1	2
11.88000011	41	1681	0	1	2	0	0	2	0	1	0	3	4	0	4	2	1	28	5	0
8.340000153	27	729	0	0	0	0	0	2	0	1	0	2	2	0	6	2	2	28	5	0
9	25	625	0	0	0	0	0	4	0	1	0	2	2	0	8	1	2	29	5	0
10	24	576	0	0	0	0	0	6	0	1	0	2	2	0	7	1	2	41	1	1
7.5	28	784	0	5	4	0	0	2	0	1	0	2	2	0	4	2	1	37	5	0
34	43	1849	47	14	2	0	3	0	0	1	0	3	1	3	0	1	3	6	1	1
10	19	361	0	0	0	0	0	4	0	1	0	1	2	0	3	2	1	29	5	0
27	43	1849	45	0	0	3	0	4	1	1	1	2	1	0	3	1	0	25	0	0
27.97999954	29	841	0	0	0	0	0	4	0	1	0	3	2	0	6	1	0	24	0	0
8	18	324	20	1	1	0	0	6	0	1	1	2	1	0	4	1	0	29	0	0
12.5	30	900	0	0	0	0	0	3	0	3	0	2	2	0	4	1	0	18	0	0
9.369999886	25	625	0	0	0	0	0	4	0	1	0	2	2	0	7	2	0	18	0	0
12	37	1369	34	6	1	0	15	0	0	0	0	2	1	15	0	1	0	8	0	0
10.25	32	1024	0	7	4	0	0	2	0	3	0	3	2	0	3	2	0	13	0	0
40	57	3249	52	0	0	1	0	1	1	1	1	3	1	0	3	1	4	13	1	2
15.43999958	76	5776	0	0	0	0	8	0	0	1	0	3	4	0	4	2	0	13	0	0
8	41	1681	39	2	6	0	0	0	0	0	0	3	1	0	0	1	0	6	0	0
7.5	19	361	0	0	0	0	0	6	0	1	0	3	2	0	4	1	0	45	0	0
14.25	42	1764	39	14	2	0	0	7	5	1	1	2	1	0	4	1	0	39	0	0
7.25	21	441	0	0	0	0	0	3	0	1	0	4	2	0	7	1	0	37	0	0
11.05000019	46	2116	44	0	0	0	0	4	0	1	2	2	1	0	8	1	0	26	0	0
17	26	676	0	0	0	0	0	6	0	1	0	3	2	0	4	1	2	37	5	0
20.5	34	1156	31	7	2	0	0	4	5	1	1	1	1	0	4	1	3	21	1	1
8.75	29	841	32	4	4	0	0	5	0	3	1	1	1	0	3	1	0	47	0	0
10.85999966	49	2401	48	0	0	0	0	5	0	1	2	3	2	0	6	1	0	12	0	0
15	63	3969	0	0	0	0	0	5	0	3	0	3	4	0	2	2	0	4	0	0
22	44	1936	49	15	2	0	0	4	5	3	1	3	1	0	4	1	0	47	0	0
15	60	3600	66	0	0	1	0	3	1	1	1	3	1	0	2	1	0	6	0	0
22	31	961	31	2	1	2	12	6	1	1	1	2	1	12	7	1	4	41	1	2
21.10000038	33	1089	0	0	0	0	0	4	0	1	0	3	4	0	4	1	0	49	0	0
10	45	2025	42	5	2	0	1	0	0	0	0	3	1	0	0	1	0	6	0	0
14.17000008	41	1681	0	0	0	0	4	0	0	1	0	3	5	2	0	1	0	12	0	0
10	59	3481	0	0	0	0	0	2	0	1	0	2	4	0	5	2	0	51	0	0
10.14999962	27	729	26	2	1	0	0	4	0	1	1	1	2	0	7	1	2	45	5	0
13	31	961	0	0	0	0	0	4	0	1	0	3	2	0	3	1	1	48	5	0
17.29999924	35	1225	0	3	3	0	0	4	0	1	0	2	2	0	4	2	1	28	5	0
14.05000019	53	2809	0	0	0	0	0	3	0	1	0	3	3	0	5	2	0	26	0	0
33.13999939	35	1225	29	1	3	2	0	6	1	1	1	1	1	0	6	1	5	27	1	1
17.44000053	25	625	0	0	0	0	0	6	0	2	0	3	4	0	6	2	0	12	0	0
16	39	1521	29	1	4	0	0	4	0	1	1	2	4	0	4	1	1	8	5	0
9.600000381	49	2401	0	13	1	0	0	1	0	1	0	1	4	0	2	2	2	22	5	0
26	47	2209	50	0	0	0	0	4	0	1	1	2	1	0	3	1	4	37	1	2
7.25	22	484	0	1	3	0	0	4	0	3	0	3	2	0	4	1	0	37	0	0
14.5	51	2601	51	0	0	0	0	2	0	1	0	1	1	0	4	1	0	12	0	0
10.76000023	66	4356	0	0	0	0	3	0	0	0	0	3	5	3	0	2	0	12	0	0
15.51000023	30	900	0	10	2	0	0	4	0	1	0	2	2	0	4	2	0	36	0	0
17	51	2601	49	0	0	0	0	4	0	1	1	3	1	0	3	1	0	47	0	0
3.299999952	63	3969	0	0	0	0	0	2	0	3	0	0	2	0	2	1	0	25	0	0
50	55	3025	55	0	0	0	0	3	0	2	1	2	1	0	4	1	0	6	0	0
9	35	1225	0	1	4	0	0	4	0	3	0	3	2	0	4	2	0	24	0	0
22.78000069	38	1444	0	2	1	0	0	7	0	1	0	3	4	0	5	1	2	8	1	1
16	35	1225	31	1	2	0	0	2	0	2	1	1	1	0	3	1	0	18	0	0
23.01000023	43	1849	49	16	1	0	0	5	0	1	1	2	1	0	5	1	2	42	1	1
12	28	784	29	1	1	3	0	4	1	1	1	2	1	0	4	1	0	19	0	0
9.5	47	2209	45	0	0	0	0	4	0	3	2	2	1	0	2	1	0	28	0	0
7.25	31	961	0	5	2	0	0	2	0	1	0	1	2	0	6	2	1	28	5	0
13.80000019	34	1156	35	7	3	0	0	4	0	3	1	1	4	0	4	1	0	4	0	0
8	44	1936	0	0	0	0	0	4	0	1	0	3	2	0	6	1	0	6	0	0
7.5	48	2304	0	12	3	0	0	3	0	1	0	3	5	0	3	2	0	45	0	0
10.5	42	1764	0	0	0	0	0	1	0	3	0	2	2	0	5	1	0	47	0	0
10	27	729	0	0	0	0	0	4	0	1	0	3	2	0	7	2	1	17	5	0
8.5	36	1296	0	12	2	0	0	3	0	3	0	1	4	0	3	2	0	18	0	0
8	65	4225	0	0	0	0	0	3	0	1	0	2	4	0	3	2	0	37	0	0
9	28	784	0	2	3	0	0	4	0	1	0	3	2	0	3	2	2	45	1	1
16	58	3364	58	13	2	0	0	1	0	1	1	1	1	0	1	1	0	5	0	0
25	64	4096	0	0	0	0	0	3	0	1	0	3	3	0	3	1	3	51	5	0
9.399999619	24	576	0	0	0	0	0	6	0	1	0	3	2	0	6	1	4	37	5	0
15	29	841	31	0	0	1	0	7	1	1	1	2	2	0	7	1	2	36	5	0
15.63000011	51	2601	54	0	0	1	0	4	1	1	1	2	1	0	3	1	0	18	0	0
22	27	729	0	0	0	0	0	4	0	1	0	2	2	0	2	2	2	6	5	0
2.130000114	23	529	0	0	0	0	0	4	0	1	0	2	2	0	7	2	5	47	1	1
15	24	576	23	0	0	1	0	5	1	1	1	1	1	0	8	1	1	8	5	0
9.079999924	63	3969	57	0	0	3	0	6	1	1	1	3	1	0	4	1	4	51	1	2
17	21	441	0	1	3	0	6	0	0	1	0	0	2	6	0	1	0	20	0	0
12.93000031	23	529	0	0	0	0	0	7	0	1	0	1	2	0	3	1	0	29	0	0
7.25	25	625	0	1	4	0	0	4	0	1	0	2	2	0	4	2	0	28	0	0
10.19999981	25	625	0	0	0	0	0	4	0	1	0	3	2	0	6	1	4	36	1	2
8	32	1024	0	0	0	0	0	0	0	1	0	4	2	0	0	1	0	37	0	0
23.45999908	36	1296	36	15	1	0	0	4	5	1	1	2	1	0	4	1	0	8	0	0
16	29	841	0	11	1	0	0	4	0	1	0	3	2	0	6	2	3	37	5	0
6	55	3025	0	0	0	0	0	3	0	1	0	3	2	0	4	1	0	13	0	0
10.64000034	44	1936	0	1	2	0	0	2	0	3	0	2	2	0	3	2	0	45	0	0
18.25	28	784	27	1	1	2	0	7	1	1	1	2	1	0	7	1	3	36	5	0
17.79999924	31	961	0	11	1	0	0	4	0	1	0	3	2	0	4	2	1	45	5	0
7.25	19	361	0	0	0	0	0	4	0	1	0	1	2	0	3	2	3	37	5	0
10.69999981	31	961	29	2	3	0	0	2	0	1	1	3	1	0	2	1	2	5	5	0
13	52	2704	48	11	2	1	0	4	1	1	1	2	1	0	4	1	2	36	1	1
9.649999619	37	1369	33	4	2	2	0	4	1	1	1	2	1	0	4	1	0	39	0	0
13	32	1024	0	5	3	0	0	5	0	1	0	3	2	0	5	2	4	39	5	0
10	63	3969	64	0	0	2	0	2	1	1	1	2	1	0	4	1	5	36	1	3
32.77999878	57	3249	57	0	0	0	0	2	0	1	1	2	1	0	6	1	2	26	1	1
20.12999916	37	1369	0	12	2	0	0	4	0	1	0	1	5	0	5	2	2	37	1	1
70.15000153	65	4225	63	0	0	2	12	0	1	1	1	2	1	12	0	1	5	6	1	4
10.40999985	29	841	0	4	2	0	0	7	0	1	0	3	2	0	7	1	0	47	0	0
12.30000019	36	1296	33	4	2	0	0	4	0	1	1	3	1	0	4	1	0	4	0	0
12.75	49	2401	49	14	2	0	1	0	0	1	0	2	1	4	0	1	0	48	0	0
9	56	3136	0	0	0	0	3	0	0	0	0	1	2	3	0	2	0	4	0	0
15.42000008	34	1156	0	7	1	0	0	2	0	1	0	2	4	0	3	2	0	21	0	0
20	53	2809	0	0	0	0	0	2	0	1	0	4	4	0	3	1	0	29	0	0
12	54	2916	59	0	0	0	0	3	0	2	1	3	2	0	3	1	0	22	0	0
13	38	1444	0	15	2	0	0	7	0	2	0	2	4	0	6	2	3	39	1	1
8	27	729	0	0	0	0	0	6	0	1	0	3	2	0	5	1	0	51	0	0
23	50	2500	0	0	0	0	0	6	0	1	0	4	4	0	6	1	2	6	5	0
11.35000038	53	2809	0	0	0	0	0	3	0	1	0	2	2	0	3	2	0	45	0	0
17.29999924	30	900	28	0	0	3	0	6	1	2	1	1	1	0	6	1	1	17	1	1
15.38000011	33	1089	0	3	3	0	0	4	0	1	0	2	4	0	4	2	0	8	0	0
25	55	3025	0	0	0	0	0	2	0	1	0	2	2	0	6	1	1	6	5	0
13.25	27	729	29	5	3	0	0	5	0	3	1	3	1	0	5	1	0	26	0	0
7.650000095	18	324	0	1	2	0	0	4	0	3	0	2	5	0	4	2	0	29	0	0
15	25	625	21	2	1	0	0	6	5	1	1	3	2	0	3	1	1	51	5	0
8	31	961	0	0	0	0	0	4	0	1	0	4	4	0	6	1	2	39	5	0
13	46	2116	0	0	0	0	0	2	0	2	0	1	4	0	4	1	0	46	0	0
12.5	55	3025	54	0	0	3	0	4	1	1	1	2	1	0	4	1	2	42	1	1
7.25	20	400	0	0	0	0	0	6	0	1	0	3	2	0	6	1	0	28	0	0
35	50	2500	44	0	0	0	0	4	5	1	1	2	1	0	5	1	2	6	1	1
27	34	1156	34	0	0	0	0	5	0	3	1	4	2	0	5	1	0	49	0	0
9.800000191	37	1369	24	2	1	0	0	4	0	1	1	4	2	0	4	1	0	5	0	0
11	42	1764	40	0	0	0	0	2	0	2	1	2	1	0	3	1	0	51	0	0
26	36	1296	34	15	1	0	0	8	5	1	1	2	1	0	7	1	2	45	5	0
16	47	2209	0	6	1	0	0	4	0	1	0	1	2	0	2	2	0	28	0	0
22	28	784	26	4	1	0	0	6	5	1	1	1	1	0	4	1	2	36	5	0
12	46	2116	38	10	3	0	0	4	0	2	1	1	1	0	4	1	0	13	0	0
27	63	3969	0	0	0	0	0	6	0	1	0	2	4	0	6	2	4	26	5	0
17.85000038	52	2704	53	0	0	0	0	3	5	1	1	1	1	0	3	1	2	37	1	1
10	49	2401	46	0	0	0	0	4	0	1	1	2	1	0	4	1	0	42	0	0
30	30	900	0	0	0	0	0	7	0	1	0	2	2	0	7	1	4	22	1	2
7.75	29	841	0	2	6	0	0	4	0	3	0	3	2	0	3	2	0	22	0	0
10	49	2401	0	0	0	0	0	2	0	1	0	2	2	0	4	2	1	40	1	1
30	32	1024	32	1	3	2	0	4	1	1	1	2	1	0	3	1	5	13	1	3
11.38000011	33	1089	0	2	1	0	0	4	0	1	0	2	2	0	6	2	3	22	5	0
12.5	36	1296	33	10	3	0	0	4	0	1	1	3	1	0	4	1	0	39	0	0
22.25	47	2209	0	0	0	0	7	0	0	0	0	3	2	8	0	1	0	6	0	0
17.25	31	961	23	0	0	0	0	4	5	3	1	3	4	0	4	1	0	37	0	0
14.5	27	729	0	0	0	0	0	4	0	1	0	3	2	0	6	1	0	45	0	0
14.68000031	52	2704	53	0	0	0	0	4	5	1	1	2	1	0	4	1	0	12	0	0
16	26	676	22	2	1	0	0	4	0	2	2	2	1	0	4	1	0	8	0	0
10	42	1764	39	11	2	1	0	4	1	1	1	3	1	0	4	1	2	45	1	1
7.409999847	54	2916	0	0	0	0	0	4	0	1	0	3	5	0	4	1	0	1	0	0
2.5	24	576	0	0	0	0	0	4	0	1	0	3	2	0	7	1	0	22	0	0
21.20000076	26	676	0	0	0	0	0	6	0	1	0	3	2	0	6	2	5	37	1	2
11	27	729	0	0	0	0	0	3	0	2	0	3	2	0	4	1	0	18	0	0
13	47	2209	0	0	0	0	0	3	0	1	0	2	4	0	5	2	1	25	5	0
56	55	3025	60	0	0	0	0	4	0	1	1	1	1	0	4	1	5	18	1	2
22.32999992	39	1521	0	8	2	0	0	8	0	1	0	2	4	0	7	2	2	47	1	1
34.15000153	49	2401	0	0	0	0	0	2	0	1	0	2	2	0	4	2	1	23	5	0
32.65999985	45	2025	44	1	3	0	0	6	0	1	3	2	1	0	5	1	0	29	0	0
15.85000038	38	1444	0	5	2	0	0	4	0	1	0	1	2	0	1	2	3	28	5	0
35	58	3364	0	0	0	0	0	4	0	1	0	2	2	0	6	1	4	39	1	2
10	22	484	0	0	0	0	0	5	0	1	0	3	2	0	6	2	0	19	0	0
16	57	3249	53	0	0	0	0	2	0	1	1	1	1	0	4	1	0	19	0	0
13.64000034	32	1024	0	0	0	0	0	7	0	1	0	3	2	0	4	2	0	18	0	0
5.900000095	24	576	0	0	0	0	0	7	0	1	0	2	2	0	7	1	2	48	5	0
15	51	2601	0	0	0	0	0	4	0	1	0	4	4	0	4	2	0	24	0	0
12	49	2401	0	0	0	0	0	3	0	1	0	3	4	0	2	1	1	36	5	0
20	59	3481	56	0	0	1	0	2	1	1	2	2	1	0	1	1	0	37	0	0
19.68000031	51	2601	0	0	0	0	0	4	0	1	0	4	4	0	4	2	0	34	0	0
12	40	1600	0	0	0	0	0	4	0	1	0	3	2	0	6	2	2	41	1	1
23.73999977	53	2809	0	0	0	0	0	0	0	1	0	3	4	0	0	2	4	16	1	1
8.5	28	784	0	1	3	0	0	6	0	2	0	1	4	0	7	2	0	55	0	0
8.5	26	676	0	3	3	0	0	4	0	1	0	1	2	0	7	2	4	28	1	1
13.10999966	26	676	0	11	1	0	0	2	0	1	0	3	2	0	2	2	4	39	5	0
15	56	3136	0	14	3	0	0	3	0	1	0	1	4	0	7	2	0	12	0	0
16	30	900	0	0	0	0	0	4	0	1	0	3	2	0	2	1	0	11	0	0
19.70000076	47	2209	0	0	0	0	0	4	0	1	0	1	4	0	4	2	2	45	1	1
22	58	3364	58	0	0	1	0	4	1	1	1	2	1	0	6	1	1	19	5	0
13.64999962	26	676	0	0	0	0	0	4	0	1	0	2	2	0	4	1	0	31	0	0
13.67000008	62	3844	60	0	0	0	0	2	0	1	1	2	1	0	4	1	0	19	0	0
21	34	1156	37	5	2	0	0	4	0	2	1	2	1	0	5	1	0	37	0	0
19.04999924	44	1936	42	14	1	0	4	6	5	1	1	2	1	3	5	1	1	6	5	0
9.619999886	45	2025	0	15	1	0	0	4	0	1	0	2	4	0	4	2	2	21	1	2
20	36	1296	36	7	2	1	0	4	1	1	1	2	1	0	4	1	2	48	1	1
7.25	29	841	0	0	0	0	0	3	0	1	0	1	2	0	4	1	2	28	5	0
18	26	676	25	0	0	0	0	7	5	1	1	2	2	0	4	1	4	19	1	2
10.5	23	529	0	5	1	0	0	4	0	1	0	1	2	0	4	1	0	48	0	0
9.56000042	50	2500	47	0	0	0	0	4	0	2	3	2	1	0	4	1	0	37	0	0
9	49	2401	0	13	1	0	0	2	0	1	0	3	4	0	3	2	1	47	5	0
14.5	35	1225	33	11	3	0	0	5	0	1	1	1	1	0	4	1	0	1	0	0
23.5	25	625	28	0	0	0	0	6	5	1	1	2	2	0	6	1	4	21	1	2
7.300000191	21	441	0	0	0	0	0	4	0	1	0	2	2	0	6	2	4	51	1	2
7.5	25	625	0	0	0	0	0	4	0	2	0	3	5	0	5	1	0	28	0	0
7.5	26	676	20	0	0	0	0	4	0	1	1	3	2	0	4	1	0	47	0	0
18.61000061	45	2025	42	0	0	0	0	4	5	1	2	3	1	0	4	1	0	34	0	0
75	60	3600	0	0	0	0	0	3	0	1	0	3	4	0	7	1	5	24	1	2
10.25	26	676	28	1	2	0	0	4	0	1	1	2	1	0	8	1	0	26	0	0
13.5	49	2401	0	6	3	0	0	2	0	1	0	0	2	0	2	2	0	45	0	0
7.349999905	29	841	28	1	1	3	12	0	1	0	1	2	2	12	6	1	0	55	0	0
17	31	961	31	0	0	3	0	4	1	1	1	2	2	0	7	1	3	39	5	0
15	44	1936	39	12	4	0	0	4	0	1	1	1	2	0	4	1	0	6	0	0
12	30	900	0	0	0	0	0	7	0	1	0	2	4	0	4	1	2	17	5	0
8.149999619	23	529	29	4	2	2	0	7	1	1	1	1	1	0	7	1	3	49	5	0
12.5	45	2025	0	0	0	0	0	4	0	1	0	1	2	0	4	1	0	17	0	0
10.51000023	46	2116	0	0	0	0	0	2	0	1	0	3	2	0	4	1	0	6	0	0
12	19	361	0	0	0	0	0	4	0	1	0	1	2	0	7	1	0	12	0	0
28	30	900	27	2	2	0	0	8	5	1	1	1	1	0	8	1	4	18	5	0
15	50	2500	53	0	0	0	0	4	5	1	1	3	1	0	4	1	0	32	0	0
11	24	576	0	0	0	0	0	7	0	1	0	1	2	0	7	1	4	37	1	2
12	30	900	20	0	0	0	0	4	0	1	1	1	1	0	4	1	0	47	0	0
17	25	625	37	14	1	3	0	4	1	1	1	1	1	0	4	1	2	37	1	1
10.64999962	25	625	0	0	0	0	0	4	0	1	0	2	2	0	4	2	2	51	1	1
17.32999992	32	1024	0	10	1	0	0	2	0	1	0	3	2	0	5	2	2	8	5	0
19.75	49	2401	0	0	0	0	0	4	0	1	0	3	3	0	4	1	0	24	0	0
11	25	625	24	0	0	2	0	7	1	1	1	1	1	0	4	1	4	37	1	2
21.45000076	55	3025	0	0	0	0	0	6	0	1	0	1	4	0	7	1	5	24	1	3
17.75	36	1296	37	7	2	0	12	4	0	1	1	3	1	12	0	1	0	17	0	0
14.02000046	38	1444	0	11	2	0	0	4	0	1	0	3	2	0	3	2	0	48	0	0
22.65999985	26	676	0	0	0	0	0	4	0	1	0	2	2	0	4	2	4	32	1	2
8.5	58	3364	0	13	1	0	0	0	0	0	0	2	5	6	0	1	0	6	0	0
10.44999981	25	625	24	3	1	1	12	0	1	1	1	1	1	12	8	1	2	6	1	1
12	31	961	29	10	2	0	0	3	0	2	3	1	1	0	3	1	0	5	0	0
10	49	2401	0	0	0	0	0	4	0	1	0	2	2	0	4	1	0	6	0	0
37.5	46	2116	0	0	0	0	8	0	0	1	0	2	4	5	0	1	4	17	1	2
15	33	1089	32	8	3	0	0	0	5	2	1	2	1	6	0	1	0	6	0	0
32	41	1681	40	6	3	2	0	7	1	1	1	1	1	0	5	1	4	25	1	2
16.25	33	1089	0	0	0	0	0	7	0	1	0	2	2	0	7	1	4	53	1	2
12	54	2916	0	0	0	0	0	3	0	1	0	3	4	0	6	1	1	40	5	0
9	36	1296	30	1	1	0	0	4	0	3	2	3	2	0	4	1	0	36	0	0
24.42000008	42	1764	0	9	1	0	0	4	0	1	0	2	4	0	4	1	2	26	5	0
27.78000069	45	2025	0	16	1	0	6	0	0	1	0	3	4	12	0	2	4	6	5	0
38	69	4761	70	0	0	2	0	4	1	1	1	1	1	0	4	1	4	6	1	2
16.45000076	46	2116	51	10	1	0	0	4	0	1	1	2	1	0	6	1	4	29	1	2
12.19999981	45	2025	45	0	0	0	1	3	0	2	3	4	1	0	3	1	0	55	0	0
9.5	27	729	0	0	0	0	0	7	0	1	0	1	2	0	8	2	3	45	5	0
12	30	900	36	4	2	2	0	6	1	2	1	2	1	0	6	1	0	16	0	0
10.97999954	31	961	0	1	3	0	0	5	0	1	0	1	2	0	4	2	0	48	0	0
9.949999809	44	1936	0	0	0	0	0	3	0	1	0	3	5	0	4	1	0	37	0	0
11	25	625	24	0	0	0	0	8	5	1	1	2	2	1	8	1	4	53	1	2
7.800000191	37	1369	34	10	2	0	0	7	0	1	2	3	2	0	7	1	0	24	0	0
15	55	3025	53	17	1	2	0	8	1	1	1	4	1	0	7	1	1	1	5	0
8.5	66	4356	66	0	0	3	0	3	1	1	1	2	1	0	5	1	5	36	1	3
10	24	576	0	0	0	0	0	4	0	1	0	0	2	0	6	2	0	6	0	0
12.5	32	1024	0	0	0	0	0	6	0	1	0	3	2	0	4	1	2	48	5	0
29.5	32	1024	36	0	0	0	0	4	0	1	1	3	2	0	6	1	0	2	0	0
8.5	53	2809	0	0	0	0	0	6	0	1	0	2	5	0	6	1	0	51	0	0
28.29999924	45	2025	44	0	0	0	0	4	0	1	1	2	1	0	2	1	1	31	5	0
17.10000038	61	3721	0	0	0	0	0	2	0	1	0	5	4	0	4	1	3	5	5	0
16	30	900	29	1	3	0	0	6	5	2	1	2	1	0	6	1	0	47	0	0
16.39999962	37	1369	0	14	1	0	0	2	0	2	0	2	2	0	3	1	1	53	5	0
8	32	1024	0	0	0	0	0	4	0	3	0	3	2	0	3	1	0	48	0	0
22.46999931	63	3969	0	8	1	0	0	4	0	1	0	2	4	0	4	2	5	48	1	2
14.5	43	1849	0	0	0	0	0	2	0	1	0	2	4	0	4	1	0	26	0	0
17.5	46	2116	47	0	0	0	0	4	0	1	1	1	1	0	4	1	2	26	1	1
8.5	56	3136	0	0	0	0	0	7	0	1	0	1	4	0	6	1	3	51	5	0
15	47	2209	45	12	2	3	0	4	1	1	1	3	1	0	4	1	4	36	1	2
14	56	3136	49	0	0	0	0	7	0	1	1	2	1	0	2	1	0	28	0	0
7.25	30	900	0	4	6	0	0	4	0	3	0	1	2	0	4	2	0	51	0	0
22.53000069	49	2401	49	0	0	0	0	2	0	1	1	3	1	0	4	1	0	21	0	0
7.75	23	529	22	1	3	0	0	4	0	3	2	1	2	0	8	1	0	13	0	0
12.19999981	32	1024	0	0	0	0	0	6	0	1	0	3	2	0	7	2	1	4	5	0
17	26	676	25	2	1	0	0	6	5	1	1	1	1	0	4	1	0	53	0	0
7.599999905	36	1296	0	7	3	0	0	3	0	1	0	1	2	0	4	2	0	28	0	0
9	31	961	0	5	4	0	0	4	0	2	0	3	2	0	4	2	0	39	0	0
18	60	3600	58	0	0	0	0	4	0	1	3	2	4	0	4	1	3	51	1	2
